Title,Employer Name,Experience,Salary,Location,Skills Required,Posted Date
Internship (Paid) Training Video Editing,Domain Hosting Kolkata,0 to 4 Yrs,,All India,"['Video Editing Conceptualization', ' Audio Editing', ' Graphics Editing', ' Collaboration', ' Trend Analysis', 'Creative Thinking', ' Color Grading', ' Social Media Content Editing']",posted 2 months ago
BANKING (FRAUD. DISPUTE. AML),UK CLIENT,2 to 6 Yrs,,Maharashtra,"['Banking AML', ' Fraud', 'Dispute', ' Charge']",posted 2 months ago
BDM/BDE Real Estate (B2B),Staging Spaces Design,2 to 6 Yrs,,Maharashtra,"['Business Development Sales', ' Client Acquisition', ' Relationship Management', ' Market Research', ' Negotiation', ' Leadership', ' B2B Sales', 'Real Estate']",posted 2 months ago
Regional Sales Manager - HORECA,Orbitouch outsourcing pvt ltd,2 to 6 Yrs,,Karnataka,"['Relationship Management Team Leadership', ' Market Intelligence', ' Leadership', ' Team Management', 'Sales Strategy  Execution', ' Distributor Management', ' Reporting  Analysis', ' HORECA Industry Knowledge', ' Selfmotivation', ' Resultsdriven', ' CRM Software Proficiency', ' MS Office Suite Proficiency']",posted 2 months ago
Supplier Onboarding Manager-Cosmetics Brands,HYrEzy Tech Solutions,4 to 8 Yrs,,Delhi,"['supplier relationship management strategic thinking', ' process improvement', ' data analysis', ' communication', ' negotiation', 'supplier onboarding manager', ' crossfunctional coordination', ' entrepreneurial mindset', ' brand curation']",posted 2 months ago
Electronics Technician,Techgenius Robotics and Technology Ventures LLP,1 to 5 Yrs,,Malappuram,"['Equipment MaintenanceField service experience', ' Troubleshoot', ' Test', ' Repair ', ' service electronic equipment', ' Familiarity with mobile tools ', ' applications', ' Electronics Troubleshooting', ' Client Relationships', ' Reporting Skills', ' Experience in working of 3D printer', ' Electrical power tools', ' Installation of labs in schools']",posted 2 months ago
System (Cloud) Admin,Kiash Solutions,4 to 10 Yrs,,Vadodara,"['Angular MVC framework', ' C', ' Javascript', ' SQL Server', ' GIT', ' Azure', ' AWS', ' Jira', 'NgRx', ' Web API', ' Hangfire', ' CICD']",posted 2 months ago
Loan App Tech Support,Helpmate solution,1 to 5 Yrs,,Noida,"['Technical troubleshootingKnowledge of loan software systems', ' Help desk  user support', ' Ticketing ', ' issue tracking', ' Strong communication ', ' interpersonal skills', ' Basic networking ', ' system installation knowledge']",posted 2 months ago
Toolmaker,SANJEEV KUMAR & BROTHERS,0 to 3 Yrs,,Delhi,"['machine toolsinterpreting technical drawings', ' precision measuring instruments', ' materials used in toolmaking', ' troubleshooting mechanical issues', ' vocational training', ' certification in toolmaking']",posted 2 months ago
Chartered Accountant,Gujarat Construction,5 to 9 Yrs,,Ahmedabad,"['Qualified Chartered Accountant Financial Reporting', ' Audit', ' Indian Accounting Standards', ' ERP', ' Cost Audit', ' Tax Audit', ' Risk Assessment', 'Month Closure Activities', ' Internal Financial Control']",posted 2 months ago
Web Designing,METALLOIDS TECHNOLOGIES,1 to 5 Yrs,,Pune,"['HTML HTML5', ' CSS', ' Jquery', ' Sublime Text', ' PS', 'Web layout designing skills with Responsive Design', ' Brackets', ' Bootstrap Grid Designing Structure']",posted 2 months ago
Partnerships and Business Development,Tarrakki,3 to 7 Yrs,,Ahmedabad,"['Business Development Sales', ' Relationship Management', ' API', ' Mutual Funds', ' CRM Management', ' Lead Generation', ' Market Research', 'SaaS Platforms', ' Product Demos']",posted 2 months ago
US Sales,OnlineInfatuation,2 to 6 Yrs,,Noida,"['Sales AcumenExcellent Communication Skills', ' CRM Tools', ' Sales Platforms']",posted 2 months ago
Business Development Manager (BDM),Northern Solar,1 to 5 Yrs,,Ludhiana,"['Sales Marketing', ' Communication', ' Persuasion', '']",posted 2 months ago
Senior Civil Designer,Hindustan HR,4 to 8 Yrs,,Kerala,"['Bridges Culverts', ' Buildings', ' Foundation', ' Beams', ' Stairs', ' Architecture', 'Shop drawing', ' Bar bending scheduling', ' Concrete element', ' Structure design', ' Column', ' Pile', ' Structure steel', ' Building plan']",posted 2 months ago
International Inbound Voice Process,Adeeba e Services Pvt. Ltd.,0 to 3 Yrs,,Kolkata,"['Good communication skills in English Outbound Tech Support', ' Sales skills']",posted 2 months ago
Human Resources (HR) Female,Riseup Infotech,0 to 3 Yrs,,Surat,"['Employee Engagement Performance Management', ' HR Analytics', ' Recruiting', ' Hiring', ' Attendance Management', '']",posted 2 months ago
Customer Engagement Specialist,ZyNerd,0 to 4 Yrs,,All India,"['Excellent written  verbal communication skills', ' Continuous learning mindset', ' Customercentric mindset']",posted 2 months ago
QC Manager,Stap Management Consultants,5 to 9 Yrs,,Haryana,"['Quality Control Compliance', ' Team Management', ' Quality Management', ' Supplier Quality Management', ' Process Improvement', ' Productivity Improvement', 'Cost Avoidance']",posted 2 months ago
Frontend Developer(AngularJS),Capital Placement Services,1 to 5 Yrs,,Haryana,"['Angular Js HTML', ' CSS', ' Javascript', '']",posted 2 months ago
Business Development Manager,DIGITAL PLANET,1 to 5 Yrs,,Pune,"['digital marketing influencer marketing', ' lead generation', ' negotiation skills', ' communication skills', 'working at an agency', ' closing deals']",posted 2 months ago
Ad Specialist & Content Writer,SaasQuirk,2 to 6 Yrs,,Nagpur,"['content strategy real estate marketing', ' content writing', 'crosscultural communication skills', ' meta ads manager', ' tiktok ad', ' ad copywriting', ' digital content creation', ' consumer psychology', ' ab testing']",posted 2 months ago
Senior Manager - Tech lead Generative AI,Genpact,5 to 10 Yrs,,Noida,"['PythonAIML solutions', ' AI Agents', ' Azure Cloud services', ' Azure AI Service', ' Cognitive Services', ' Azure Data Factory', ' Azure Functions', ' Azure Logic Apps', ' data pipelines', ' Azure Document Intelligence', ' AI Builder', ' Power Platform', ' Generative AI', ' Large Language Models']",posted 2 months ago
Pamphlet Distribution,Minmegam,0 to 4 Yrs,,Coimbatore,"['Engaging with the public Handing out flyers', ' Creating awareness']",posted 2 months ago
Customer Service Associate,SUMERU INC,0 to 4 Yrs,,Jaipur,"['English Hindi', '']",posted 2 months ago
Specification Manager,KRUBBER,3 to 7 Yrs,,Maharashtra,"['Civil Engineering Technical Support', ' Sales', ' Communication Skills', ' Client Management', ' Project Management', 'Waterproofing Solutions']",posted 2 months ago
Sr. Accountant Executive,Hunarmand India Pvt.Ltd,4 to 8 Yrs,,Indore,"['GST Income Tax', ' TDS', ' Accounting', ' Tally', ' Financial Statement Analysis', ' Internal Auditing', 'Auditing Support', ' Tally Prime']",posted 2 months ago
Sales Coordinator Client Servicing Executive Luxury Interior Showroom,Capital Placement Services,0 to 5 Yrs,,Haryana,"['SalesSales Associate', ' Marketing Executive', ' Business Development Executive', ' Sales Executive', ' Walk in']",posted 2 months ago
Quality Controller,SAVVI SALES AND SERVICE PVT.LTD.,1 to 5 Yrs,,Haryana,"['Testing Reporting', 'Inspecting', ' Measuring', ' Analyzing', ' Recommending']",posted 2 months ago
MBA Fresher (Male) - Corporate Business Development in Jalandhar,Capital Placement Services,0 to 4 Yrs,,Jalandhar,"['B2B MarketingMarket Executive', ' Marketing Coordinator', ' Market Developer', ' Client Coordinator', ' Client Relationship Executive']",posted 2 months ago
Inside Sales,B.M.House (India) Limited,2 to 6 Yrs,,Bangalore,"['Inbound lead generation Cold calling', ' Online research', ' Sales cycle management', ' CRM management', ' Relationship building', ' Objection handling', ' Negotiation skills', 'Outbound lead generation', ' Email campaigns', ' Customer needs identification', ' Sales target achievement', ' Sales strategy development', ' Market trend analysis']",posted 2 months ago
Title Searcher,Ardur Technology LLC,1 to 5 Yrs,,Pune,"['analytical skillstitle search tools', ' problemsolving abilities']",posted 2 months ago
Tanker Broker (Crude Tanker) For Delhi,Capital Placement Services,2 to 7 Yrs,,All India,"['TankerShip Broker', ' Crude Tanker', ' Crude Cargo']",posted 2 months ago
Digital Marketing,Digital marketing,0 to 4 Yrs,,Asansol,"['Social Media Marketing Digital Marketing', ' Web Analytics', ' Online Marketing', ' SEO', ' SEM', ' Communication skills', '']",posted 2 months ago
Accounting Executive,Peak Performance Advisors (OPS) PVTLTD,0 to 3 Yrs,,Erode,"['Tally MS Excel', ' GST', ' banking operations', 'basic accounting principles', ' POinvoice processing']",posted 2 months ago
Sr International Voice Process.,Fruges IT Services,1 to 5 Yrs,,All India,"['Verbal Communication Written Communication', ' Analytical Skills', ' Customer Interaction', 'Logical Reasoning']",posted 2 months ago
Field Sales Executive for Bankura,Vishnu HR Solution,0 to 3 Yrs,,Bankura,"['Driving License Local Candidates', ' Fresher', ' Weekend Availability']",posted 2 months ago
Relationship manager - (Mutual Fund),Dv Insurance Broking Pvt.Ltd,1 to 5 Yrs,,All India,"['Ability to build  maintaining strong associate relationships', ' Educate ', ' inform associate about the insurance policies', ' Identify potential opportunities ', ' inform the sales team to follow up', ' Recruitment  growing of sales team']",posted 2 months ago
Lead Quality Assurance Engineer,GRG India,1 to 5 Yrs,,Maharashtra,"['PHP CSS', ' HTML5', ' MySQL', ' JavaScript', ' jQuery', ' AJAX', ' JSON', ' Angular JS', ' Git', ' Continuous Integration', 'MVC Frameworks', ' Code Igniter', ' Node JS']",posted 2 months ago
Voice Assistance,Advenxa Pvt.Ltd,0 to 3 Yrs,,All India,"['Verbal communication Written communication', ' Teamwork', 'Excellent English fluency', ' Willingness to work night shifts', ' Ability to work independently']",posted 2 months ago
Research & Innovation Associate or Fellow in Safe MLOps,University of York - Computer Science,0 to 4 Yrs,,Nagpur,"['Computer Science Machine Learning', ' Research', ' Collaboration', 'Autonomous Systems', ' Maritime Autonomy', ' Safety Assurance', ' Safety Cases', ' Publication']",posted 2 months ago
Mold Maker,nice Neotech Medical Systems Pvt. Ltd,5 to 9 Yrs,,All India,"['DiplomaMould Maker', ' ITI']",posted 2 months ago
Dietician for BPO,HealthVista India Limited,1 to 5 Yrs,,Haryana,"['communication interpersonal skills', 'dietary principles', ' nutrition science', ' health ', ' nutrition software']",posted 2 months ago
Sales and Marketing Representative,Keystone global advise Pvt Ltd,2 to 6 Yrs,,Thane,"['Interpersonal skills Negotiation skills', ' Client relationship management', ' Communication skills', ' Presentation skills', 'Work order documentation', ' Agreement handling', ' Travel willingness', ' Selfmotivated', ' Resultsdriven approach', ' MS Office proficiency', ' CRM tools proficiency']",posted 2 months ago
Hub Executive,Banyan Nation,2 to 6 Yrs,,All India,"['Inventory Management Logistics Coordination', ' Supply Chain Operations', ' Warehouse Management', ' Vendor Management', ' Documentation', ' Compliance', ' Safety Regulations', '']",posted 2 months ago
Administration Manager,INDUSTRIAL ROBOTICS INSTITUTE,3 to 7 Yrs,,All India,"['Administration Supervision', ' Employee management', ' Financial compliance', ' Client management', ' Communication skills', '']",posted 2 months ago
Billing Engineer,AV People Kart Private Limited,5 to 9 Yrs,,Jhajjar,"['Quantity surveying  Word', '  PowerPoint', ' Project management', ' Time management', ' Communication skills', 'BBS making', ' Client ', ' contractor bill submission', ' Daily progress reporting', ' Microsoft Office Excel']",posted 2 months ago
Assistant Manager (Secretarial),Capital Placement Services,0 to 5 Yrs,,Haryana,"['Drafting Legal Issues', ' Compliance', ' SEBI Regulations', ' Microsoft Word', ' Microsoft Excel', ' Communication Skills', 'CS', ' Negotiating', ' Corporate Laws', ' Contract Laws', ' Industrial Laws', ' Foreign Exchange laws', ' Tax laws', ' Dematerialisation of shares', ' Pledges of shares']",posted 2 months ago
Software Engineer Trainee,Vembu,0 to 4 Yrs,,Chennai,"['C Java', ' Analytical Skills', 'Logical Skills']",posted 2 months ago
Food Technologist,Sone India Group of Industries,2 to 6 Yrs,,Thane,['Food Technologist'],posted 2 months ago
"Executive, Student Relationships",Triumphant Institute of Management Education Kolkata,1 to 5 Yrs,,Kolkata,"['Record maintenanceStudent counselling', ' Academic counseling', ' Inquiry handling', ' Information provision']",posted 2 months ago
Business Development Manager,Go Gauge Logistics,3 to 7 Yrs,,Maharashtra,"['Strategic Planning Client Relationship Management', 'Sales  Negotiation', ' Market Research  Analysis', ' Leadership  Team Management']",posted 2 months ago
Content Creator and Growth Hacker,Adventure Sindbad,2 to 6 Yrs,,Karnataka,"['Content Writing Storytelling', ' Communication Skills', ' Blogging', ' Graphic Designing', ' Growth Hacking', ' Social media management', 'English Proficiency']",posted 2 months ago
Customer Support Executive - Field Role,hindustan Recruitment,3 to 7 Yrs,,Jaipur,"['Customer Service Communication Skills', ' Field Operations', ' Troubleshooting', ' Client Relationship Management', ' Team Coordination', ' Report Generation', ' Feedback Management', '']",posted 2 months ago
SEO Developer,DV Infosoft Pvt Ltd,2 to 6 Yrs,,Bhopal,"['Search Engine Optimization Market Research', ' Search Engine Submission', ' Social Bookmarking', ' Schema', 'SEO Developer', ' Keyword Placement', ' Social Media Knowledge', ' Web Traffic Analysis', ' SEO Strategies', ' Article Listings', ' Blog Listings', ' Profile Listings', ' Meta Tags', ' Canonical Tag', ' ALT Tags', ' Social Media Promotion', ' YouTube Promotion']",posted 2 months ago
Client Relations Intern,Tiltlabs,0 to 4 Yrs,,All India,"['Customer support Market research', ' Data analysis', ' Social media marketing', ' Communication', ' Marketing', ' Business Administration', 'Verbal ', ' written communication skills']",posted 2 months ago
HR Payroll Executive,ADDURCO,1 to 5 Yrs,,All India,['Excellent communication'],posted 2 months ago
Founders Office,Aakash-Bico Tex,0 to 3 Yrs,,Surat,"['Time management Communication', ' Interpersonal skills', ' Microsoft Office', ' Report generation', ' Liaisoning', ' Operations', ' Process automation', ' Policy development', ' Talent acquisition', ' Calendar management', 'Organizational skills', ' Administrative']",posted 2 months ago
Academic Content Writer,Five Feed Learning Solutions Pvt. Ltd.,1 to 5 Yrs,,All India,"['Writing skills Editing', 'Good written communication']",posted 2 months ago
Javascript Developer,Geminate Consultancy Services,0 to 4 Yrs,,Ahmedabad,"['Python Javascript', 'Verbal  Communication Skills', ' Team Work']",posted 2 months ago
Flutter Developer,CodeDrag Infotech,2 to 6 Yrs,,Panchkula,"['MVVM Design Patterns', ' OOPS', ' MVC', ' Dart', ' Android', ' Native', 'Android Apps', ' Flutter', ' Mobile App Performance Optimization', ' Mobile App Designing', ' Kotlin']",posted 2 months ago
Data Entry Operator- NMR Project (SANKALP),St. John's Research Institute,0 to 3 Yrs,,Koppal,"['Data Entry English', ' Kannada', ' Hindi', '']",posted 2 months ago
