Title,Employer Name,Location,Skills list,Experience Min,Experience Max,Experience Band,Salary Disclosed,Salary Min,Salary Max,Salary Band,Job Role,Posted Days Ago
ICWA Costing For Audit Work,Capital Placement Services,Haryana,"['Costing Auditing', 'Accounting', 'Audit Management', 'Costing Manager', 'Audit Manager', 'CA Firm']",5.0,10.0,Senior Level,True,,,Not Disclosed,Other,60
Man Power Planning & Roster Management,Carveout Tech,Karnataka,"['Manpower planning Attrition', 'Promotions', 'Flight schedules', 'Seasonal fluctuations', 'Cargo volumes', 'Replacements']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
STEM Instructor,PADMANABH innovations,Jaipur,"['Artificial Intelligence Robotics', 'Deep Learning', 'Science', 'Technology', 'Engineering', 'STEAM Education', 'Mechatronic', 'Project Based Learning', 'Math', 'Innovation Programs']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Area Sales Officer,Prabhu Steels,Thrissur,"['Sales Field Sales', 'Dealer Sales']",2.0,6.0,Mid Level,True,,,Not Disclosed,Sales,60
Lead Designer - UI/UX,Weavers Web,All India,"['Graphics Logo Design', 'Website Design', 'Mobile App Design', 'UIUX', 'Banner Design']",1.0,5.0,Entry Level,True,,,Not Disclosed,Designer,60
Career counsellor(B2C Sales),Organomart,All India,"['Communication skills Customer service', 'Organization', 'Time management', 'Advising', 'Critical thinking', 'Interpersonal skills', 'Problemsolving', 'Sales', 'Training skills', 'Strong ability to build', 'maintain client relationships', 'Excellent presentation', 'negotiation skills']",0.0,4.0,Entry Level,True,,,Not Disclosed,Sales,60
Business Development Executive,PageTraffic,Gautam Buddha Nagar,"['Web development SEO', 'Good command over written', 'spoken English', 'Extrovert Personality', 'Experience in lead generation', 'Internet business knowledge', 'Strong English speaking', 'writing skill']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,60
Staff Nurse- Heart And Vascular Care Unit (HVCU),The University of Toledo,Agra,"['BLS Diplomacy', 'RN licensure', 'Charge Nurse', 'CPR', 'Organizational skills', 'Problemsolving skills', 'Critical thinking skills', 'Written communication skills', 'Verbal communication skills', 'Group facilitation skills', 'Conflict negotiation skills', 'Tact']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
International Accounting Executive,Capital Placement Services,All India,"['VAT Return UK Shift', 'Bank Reconciliation', 'Bookkeeping', 'Accountant', 'UK Accounting', 'Accountant Executive', 'Account Receivable']",2.0,8.0,Mid Level,True,,,Not Disclosed,Executive,60
Inside Sales Executive IT,Nway Technologies Pvt. Ltd,Indore,"['Communication Skills Effective communication', 'Sales', 'Lead Generation', 'Negotiation', 'Problem solving']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
Accountant,Jurist Limited,Delhi,['TALLY'],2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Foreign Exchange Trader,Rohini Enterprise.,Noida,"['forex trading market analysis', 'risk management', 'trading platforms']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Solar Engineer,everest agencies,Kochi,"['Communication skillsSolar PV systems', 'Solar design software', 'Electrical codes', 'Solar project management', 'Problemsolving skills']",3.0,7.0,Mid Level,True,,,Not Disclosed,Engineer,60
Assistant Merchant - MALE,FashionC Overseas Exports Pvt Ltd,Noida,"['Planning Collaboration', 'Sourcing', 'Monitoring', 'Communication', 'Assisting', 'Coordinating', 'Understanding', 'Analyzing']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
DEO SAP Operator,Carry You,Punjab,"['MS Office Excel', 'SAP software', 'English communication', 'Email drafting']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Social Media Intern,Dhobi G,Chennai,"['Video editing Content creation', 'Performance analysis', 'Video shooting', 'Social media trends', 'Content calendar planning', 'Social media campaigns', 'Audience engagement']",0.0,4.0,Entry Level,True,,,Not Disclosed,Intern,60
Data Science Manager,Tesco Bengaluru,Karnataka,"['Python Machine Learning', 'Software Engineering', 'Cloud Computing', 'Data Governance', 'Risk Management', 'Leadership', 'Big Data Technologies', 'AI Governance', 'Compliance Frameworks', 'Retail Sector Knowledge', 'Logistics Knowledge', 'Ecommerce Knowledge']",5.0,10.0,Senior Level,True,,,Not Disclosed,Manager,60
IOS Developer,iDreamBiz,Noida,"['Swift Cocoa Touch', 'Core Data', 'Core Animation', 'RESTful APIs', 'Git', 'continuous integration', 'iOS frameworks', 'UIUX standards', 'Cbased libraries', 'cloud message APIs', 'push notifications', 'Google map', 'Apple map']",2.0,6.0,Mid Level,True,,,Not Disclosed,Developer,60
(RN) Per Diem Registered Nurse - Emergency Dept,San Diego Supercomputer Center,Kozhikode,"['Interpersonal communication Clinical skills', 'Teamwork', 'Autonomous nursing care', 'Assessing nursing actions', 'Implementing nursing interventions', 'Evaluating patient care', 'Empathy', 'Kindness', 'Emergency Room RN experience', 'BLSCPR certification', 'ACLS certification', 'PALS certification', 'Fastpaced environment']",2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Java + Angular Developer,Live Connections,Maharashtra,"['Java Angular', 'Spring', 'Java Full Stack Development']",5.0,10.0,Senior Level,True,,,Not Disclosed,Developer,60
Python Django Developer,BEYOBO,Delhi,"['Statistical Analysis Machine Learning', 'Predictive Modeling', 'Big Data', 'SQL', 'Data Mining', 'Django', 'Python Programming']",1.0,5.0,Entry Level,True,,,Not Disclosed,Developer,60
Emergency Trauma Tech,San Diego Supercomputer Center,Kozhikode,"['BLS interpersonal communication', 'computer skills', 'BART', 'emergency department experience', 'psychiatric setting experience', 'critical care setting experience', 'organizational skills', 'multitasking skills', 'computer knowledge', 'California EMT certification', 'MHW certification', 'CNA certification', 'Bilingual SpanishEnglish']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Software Engineering Analyst,Infinite NXT and Technologies,Australia,"['sales retention software testing', 'software sales', 'software services', 'manual test execution', 'keyword advertising']",7.0,12.0,Senior Level,True,60.0,90.0,Very High,Software,30
Senior Specialist - Software Engineering,LTIMindtree Limited,Chennai,['MERN'],6.0,8.0,Senior Level,True,,,Not Disclosed,Software,7
Software Engineering Manager,Ford Motor Company,Chennai,"['Java Spring', 'Microservices', 'Angular', 'Google Cloud Platform', 'eXtreme Programming', 'OpenShift CAAS', 'Lean methodology', 'API economy', 'SRE principles']",10.0,14.0,Senior Level,True,,,Not Disclosed,Software,4
"Manager, Software Engineering - AdTech SDKs (iOS, Android, Roku, Web)",Warner Bros. Discovery,Karnataka,"['Java Python', 'JavaScript', 'Swift', 'Android', 'iOS', 'DevOps', 'Web 20', 'OTT', 'SRE', 'CICD']",12.0,16.0,Senior Level,True,,,Not Disclosed,Software,4
Sr. Engineer Software Engineering,Vertiv,Maharashtra,"['JavaScript HTML', 'CSS', 'RestAPIs', 'Angular framework']",8.0,12.0,Senior Level,True,,,Not Disclosed,Software,5
"Vice President, Software Engineering",Mastercard,Maharashtra,"['Software Engineering Advanced Analytics', 'Vendor Management', 'Innovation', 'Budget Planning', 'Resource Allocation', 'Technical Leadership', 'Product Architecture', 'Solutioning', 'Financial Management', 'Communication Skills', 'Team Management', 'Datadriven Insights', 'Technology Strategy', 'Engineering Best Practices', 'Technical Innovation']",10.0,14.0,Senior Level,True,,,Not Disclosed,Software,7
Technical Project Manager - Software Engineering,Calfus Inc.,Maharashtra,"['Java Python', 'Angular', 'Agile methodologies', 'software development', 'Jira', 'Asana', 'MS Project', 'DevOps', 'Nodejs', 'Reactjs', 'cloud architecture', 'CICD practices']",8.0,15.0,Senior Level,True,,,Not Disclosed,Software,4
Intern Software Engineering,BayaTree,Punjab,['Good communication skills Passion for software technologies'],0.0,4.0,Entry Level,True,,,Not Disclosed,Software,21
"Senior Manager Software Engineering, Supply Chain Technology",Wayfair,Karnataka,"['Release Engineering Architectural Design', 'Team Management', 'Product Design', 'Hiring', 'Agile Environment', 'Communication', 'Collaboration', 'Analytical Skills', 'Platform Experience', 'Containers', 'Container Orchestration', 'Deploy Automation', 'Decisionmaking']",5.0,12.0,Senior Level,True,,,Not Disclosed,Software,6
Software Engineering Intern - Frontend,Sense,Karnataka,"['HTML CSS', 'JavaScript', 'React', 'responsive design']",0.0,4.0,Entry Level,True,,,Not Disclosed,Software,7
Senior Associate Software Engineering,Trimont Services India Pvt Ltd,Hyderabad,"['SQL C', 'NET', 'TAS', 'CICD', 'REST APIs', 'Web Forms', 'NET Framework', 'NET Core', 'AngularReactjs', 'WebForms']",2.0,6.0,Mid Level,True,,,Not Disclosed,Software,7
Software Engineering Manager,Amdocs,Haryana,"['Machine Learning Azure', 'AWS', 'Java', 'microservices', 'people management', 'communication skills', 'Data Governance', 'NLP', 'GenAI', 'Databricks', 'PySpark', 'LLMs', 'Prompt Engineering', 'RAG', 'cloudnative architecture', 'data pipelines', 'analytical thinking', 'LangChain', 'HuggingFace Transformers', 'Vector Databases', 'MLOps', 'CICD', 'speech models', 'multimodal AI']",13.0,17.0,Senior Level,True,,,Not Disclosed,Software,4
Software Engineering (Frontend) Intern,Futures First,Jaipur,"['JavaScript HTML', 'CSS', 'Git', 'GitHub', 'performance optimization', 'Nx', 'REST', 'SSE', 'ES6', 'React', 'Nextjs', 'TypeScript', 'Jest', 'React Testing Library', 'microfrontends', 'monorepos', 'Turborepo', 'CICD']",0.0,4.0,Entry Level,True,,,Not Disclosed,Software,14
Senior Manager Software Engineering (Compliance Technology),Mogi I/O : OTT/Podcast/Short Video Apps for you,Hyderabad,"['software development data structures', 'algorithms', 'design patterns', 'system architecture', 'agile methodologies', 'analytical skills', 'communication skills', 'problemsolving']",8.0,12.0,Senior Level,True,,,Not Disclosed,Software,5
Full Stack Developer Lead I - Software Engineering,UST,Karnataka,"['RD Software Engineering', 'Full Stack']",3.0,7.0,Mid Level,True,,,Not Disclosed,Software,7
Software Engineering Intern,Prameya Consulting,Gujarat,"['algorithms routing', 'computer vision', 'machine learning', 'object detection', 'tracking', 'OpenCV', 'machine learning', 'NLP', 'Python', 'JavaScript', 'data structures', 'adaptive pedestrian routing algorithms', 'visionbased analytics', 'machine learning models', 'geospatial APIs', 'visualization libraries', 'graph traversal', 'route scoring strategies', 'computer vision pipelines', 'mobile app development', 'map libraries', 'routing APIs', 'GeoJSON', 'collaborative teamwork']",0.0,4.0,Entry Level,True,,,Not Disclosed,Software,60
Director of Software Engineering - Risk Technology,JPMC Candidate Experience page,Maharashtra,"['software engineering data architecture', 'product management', 'AWS', 'Python', 'Java', 'Snowflake', 'Airflow', 'databases', 'analytics', 'applications', 'technical processes', 'Databricks']",10.0,14.0,Senior Level,True,,,Not Disclosed,Software,14
Software Engineering Operations Leader,Eaton,Maharashtra,"['Agile methodologies DevOps', 'EndtoEnd Testing', 'Software Program Management', 'Cybersecurity', 'Software Engineering Excellence', 'CICD']",18.0,22.0,Senior Level,True,,,Not Disclosed,Software,7
Senior Software Developer,Aimbeat.com,All India,"['MongoDB JavaScript', 'HTML5', 'CSS3', 'RESTful APIs', 'MERN Stack', 'Expressjs', 'Reactjs', 'Nodejs']",4.0,8.0,Mid Level,True,,,Not Disclosed,Software,60
Investment Advisor Fixed Income,Finzace,Karnataka,"['Sales Finance', 'Investment sales', 'Bonds', 'Strong communication', 'Fixedincome products']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
RF Drive Test Engineer,AT8 Ventures OPC Private Limited,Ludhiana,"['4G5G', 'AZQ']",1.0,5.0,Entry Level,True,,,Not Disclosed,Engineer,60
Assistant Manager (Perfume Company),Agha Caravan A Gheewala Group Company,Maharashtra,"['Packaging Development Design Conceptualization', 'Material', 'Technical Knowledge', 'Vendor  Supplier Management', 'Sampling  Approvals', 'Preproduction  Quality Control', 'Documentation  Compliance', 'Supply Chain Coordination']",5.0,9.0,Senior Level,True,,,Not Disclosed,Manager,60
Service Coordinator,Happiest Solutions,Navi Mumbai,"['Service Coordination Customer Service', 'Scheduling', 'Data Entry', 'Troubleshooting', 'Technician Coordination', 'ProblemSolving']",3.0,7.0,Mid Level,True,,,Not Disclosed,Coordinator,60
Industrial Trainee,CA Monk,Maharashtra,"['Taxation Journal Entries', 'Financial Reporting', 'Core Finance', 'Accounting', 'Accounting Software', 'MS Office', 'Effective Communication', 'Receivables Management', 'Audit Support', 'Income Reconciliation']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Social Media Influencer,SLACKING GO HOLIDAY CORPORATION PRIVATE LIMITED,All India,"['Social Media Content Creation', 'Trend Analysis', 'Video Creation']",0.0,4.0,Entry Level,True,,,Not Disclosed,Other,60
Tele Sales Telugu,FirstCry.com,Pune,"['Telugu Tele Sales', 'Effective Communication', 'Teamwork', 'Interpersonal Skills']",0.0,3.0,Entry Level,True,,,Not Disclosed,Sales,60
Sales Assistant,VCollaborate consulting,Jaipur,"['Selling skillsExcellent Communication in English', 'Sales experience']",1.0,5.0,Entry Level,True,,,Not Disclosed,Sales,60
Field Sales Consultant,Advenxa Pvt.Ltd,Thrissur,"['sales marketing', 'BPO', 'banking']",1.0,5.0,Entry Level,True,,,Not Disclosed,Consultant,60
ASSISTANT PROFESSOR,MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY,Noida,['LLM PhD'],2.0,6.0,Mid Level,True,,,Not Disclosed,Other,60
Backend Developer Intern,Sirma Business Consulting India Private Limited,Karnataka,"['Java Spring Boot', 'Microservices', 'HTML']",0.0,3.0,Entry Level,True,,,Not Disclosed,Developer,60
Finance Assistant,ALG India Law Offices LLP,Delhi,"['Word  Outlook', 'Understanding the content of the mails', 'Drafting response to the mails', 'Sending the drafted mails', 'Uploading of documents online', 'Maintaining all the data online', 'Coordinating within the team', 'Knowledge of drafting  preparing bills', 'Knowledge of MS Office Excel', 'Good written', 'verbal communication']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
Sales Agent,Kavya Management Services,Ghaziabad,"['Sales Promoter Sales Agent', 'Walk in']",3.0,7.0,Mid Level,True,,,Not Disclosed,Sales,60
Operation Executive,Anaxee Digital Runners,Indore,"['Strong communication skills Typing speed', 'Proficiency in Telugu', 'Ability to multitask', 'Basic computer skills', 'Problemsolving abilities', 'Intellectual', 'empathetic approach to work']",0.0,4.0,Entry Level,True,,,Not Disclosed,Executive,60
QA Tester,Guru Technolabs,Rajkot,"['Test Planning Test Case Design', 'Documentation', 'Functional Testing', 'Regression Testing', 'UI Testing', 'Bug Reporting', 'Requirement Understanding', 'Bug Verification']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
Registered Nurse - EC Other Surgery Services,San Diego Supercomputer Center,Kozhikode,"['Patient care Interpersonal skills', 'Communication skills', 'CPAN', 'CAPA', 'Autonomous nursing care', 'Assessing', 'Providing nursing actions', 'Competence', 'Professional expertise', 'Knowledge', 'Empathy', 'Kindness', 'Preop RN experience', 'ACLS certification', 'ART certification', 'BSN']",0.0,3.0,Entry Level,True,,,Not Disclosed,Other,60
Technical Sales Executive,Ikonic,Coimbatore,"['Business Development Sales', 'Relationship Building', 'Lead Generation', 'Account Management', 'Customer Education', 'Market Analysis', 'Effective Communication', 'Presentation Skills']",2.0,6.0,Mid Level,True,,,Not Disclosed,Executive,60
Credit Manager,CEST,Kochi,"['Compliance Risk Management', 'Secured Loans']",3.0,7.0,Mid Level,True,,,Not Disclosed,Manager,60
Junior Network Engineer,Weekday AI (YC W21),Maharashtra,"['TCPIP DNS', 'DHCP', 'Routing', 'Switching', 'Juniper', 'Network Security', 'Python', 'Bash', 'VLANs', 'Cisco', 'Firewall Configurations', 'VPN Technologies']",2.0,6.0,Mid Level,True,,,Not Disclosed,Engineer,60
3D Designer,SIGNTECH PRINT N DISPLAY SYSTEMS LLP,Maharashtra,"['materials3D designs', '3D models', 'renderings', 'visualizations', 'rendering software', 'print processes', 'finishing techniques']",5.0,9.0,Senior Level,True,,,Not Disclosed,Designer,60
Career Counselor,TNC AVIATION,Haryana,"['sales business development', 'education industry', 'relationship building', 'market research', 'business expansion', 'communication skills', 'negotiation skills', 'interpersonal skills', 'aviation industry', 'sales performance tracking']",1.0,5.0,Entry Level,True,,,Not Disclosed,Other,60
Digital Content Specialist,Reddhr,All India,"['Editing Storytelling', 'Graphic design', 'Video editing', 'Social media', 'Online marketing', 'Analytical skills', 'Verbal communication', 'Written communication', 'Technical skills', 'Adobe Creative Suite', 'Content management systems', 'Strong writing', 'Audio production', 'Digital platforms', 'Organizational skills']",1.0,5.0,Entry Level,True,,,Not Disclosed,Specialist,60
